Title,Price,Location,Surface,Number_of_Rooms,Floor,Finishing_Condition,Heating,Parking_Space,Balcony_Garden_Terrace,Link,Voivodeship,City
"Kawalerka, Nowa Wieżycka, Ujeścisko",425000.0,"Nowa Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie",31.06,1 ,parter/3,do zamieszkania,miejskie,,"balkon, taras",https://www.otodom.pl/pl/oferta/kawalerka-nowa-wiezycka-ujescisko-ID4nWiU,Pomorskie,Gdańsk
3-pokojowe mieszkanie 55m2 + ogródek,,"ul. Legnicka, Złotno, Polesie, Łódź, łódzkie",55.48,3 ,parter/2,do wykończenia,,,ogródek,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-ogrodek-ID4npNh,Łódzkie,Łódź
Przestronne mieszkanie blisko Centrum!,665000.0,"ul. Zgierska, Stare Bałuty, Bałuty, Łódź, łódzkie",97.0,5 ,3/4,do zamieszkania,elektryczne,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-blisko-centrum-ID4nWiW,Łódzkie,Łódź
Wygodne mieszkanie na Retkini - idealne dla rodzin,455000.0,"ul. Rajdowa, Retkinia, Polesie, Łódź, łódzkie",53.0,3 ,3/4,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-retkini-idealne-dla-rodzin-ID4nWiV,Łódzkie,Łódź
Rozkładowe 2 pokoje z widną kuchnią pod KREDYT 2%,690000.0,"ul. Posag 7 Panien 16, Szamoty, Ursus, Warszawa, mazowieckie",41.95,2 ,3/7,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-z-widna-kuchnia-pod-kredyt-2-ID47IzE,Mazowieckie,Warszawa
"Luksusowy apartament, 2 poziomy, pełne wyposażenie",989000.0,"ul. ppłk. Jana Dunin-Brzezińskiego, Myślenice, Myślenice, myślenicki, małopolskie",83.3,3 ,3/4,do zamieszkania,gazowe,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/luksusowy-apartament-2-poziomy-pelne-wyposazenie-ID4f98e,Małopolskie,myślenicki
2 pokoje 1. piętro Ogródek SUPER LOKALIZACJA,169800.0,"Bielawa, dzierżoniowski, dolnośląskie",38.0,2 ,1/3,do remontu,,,ogródek,https://www.otodom.pl/pl/oferta/2-pokoje-1-pietro-ogrodek-super-lokalizacja-ID4nOZ9,Dolnośląskie,dzierżoniowski
2 pokoje - Centrum Piaseczna,429000.0,"ul. Wojska Polskiego, Piaseczno, Piaseczno, piaseczyński, mazowieckie",36.0,2 ,3/4,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/2-pokoje-centrum-piaseczna-ID4nOXZ,Mazowieckie,piaseczyński
Idealne pod kredyt 2% | Dwa balkony | Top widok,739000.0,"ul. Sienna, Mirów, Wola, Warszawa, mazowieckie",37.0,2 ,7/9,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/idealne-pod-kredyt-2-dwa-balkony-top-widok-ID4nO5D,Mazowieckie,Warszawa
Mieszkanie 3-pokojowe Opole ul. Przylesie,600000.0,"ul. Przylesie, Półwieś, Opole, opolskie",63.46,3 ,1/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-opole-ul-przylesie-ID4nWiR,Opolskie,Opole
4-pokojowe mieszkanie 66m2 + ogródek Bezpośrednio,,"ul. Legnicka, Złotno, Polesie, Łódź, łódzkie",66.67,4 ,parter/2,do wykończenia,,,ogródek,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-66m2-ogrodek-bezposrednio-ID4npQZ,Łódzkie,Łódź
Mieszkanie50m/2pok+kuch/pełne rozkładowe/2xbalkon,620000.0,"ul. Rowerowa, Karłowice, Psie Pole, Wrocław, dolnośląskie",50.0,2 ,1/10,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie50m-2pok-kuch-pelne-rozkladowe-2xbalkon-ID4nWiJ,Dolnośląskie,Wrocław
"3 pokoje z ogródkiem, Żoliborz, Przasnyska",1550000.0,"ul. Przasnyska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",64.0,3 ,parter/6,do zamieszkania,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/3-pokoje-z-ogrodkiem-zoliborz-przasnyska-ID4nWiL,Mazowieckie,Warszawa
"Mieszkanie 42,5 m2 z komórką i miejscem garażowym",700000.0,"ul. gen. Felicjana Sławoja Składkowskiego, Skorosze, Ursus, Warszawa, mazowieckie",42.5,3 ,4/6,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-42-5-m2-z-komorka-i-miejscem-garazowym-ID4nWiM,Mazowieckie,Warszawa
Dywizjonu * 2 Balkony * Garaż * Rozkładowe * Kw,1095000.0,"Górce, Bemowo, Warszawa, mazowieckie",69.1,3 ,1/3,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/dywizjonu-2-balkony-garaz-rozkladowe-kw-ID4nWiP,Mazowieckie,Warszawa
Mieszkanie w Otoczeniu 3 Parków - Zielona Okolica,579000.0,"Wierzbno, Mokotów, Warszawa, mazowieckie",36.3,2 ,parter/12,,miejskie,,,https://www.otodom.pl/pl/oferta/mieszkanie-w-otoczeniu-3-parkow-zielona-okolica-ID4nWiQ,Mazowieckie,Warszawa
Trzy pokojowe mieszkanie z balkonem do remontu.,245500.0,"Tychy, śląskie",44.6,3 ,3/4,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/trzy-pokojowe-mieszkanie-z-balkonem-do-remontu-ID4ngBq,Śląskie,Tychy
"Nowoczesne 3 pokojowe, balkon-ul. Szosa Chełmińska",569000.0,"Chełmińskie Przedmieście, Toruń, kujawsko-pomorskie",64.0,3 ,parter/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/nowoczesne-3-pokojowe-balkon-ul-szosa-chelminska-ID4noo7,Kujawsko-pomorskie,Toruń
58 m2 - 3 pokoje z balkonem ul. Dekerta os. Mokre,349000.0,"ul. Jana Dekerta, Mokre, Toruń, kujawsko-pomorskie",58.0,3 ,> 10/11,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/58-m2-3-pokoje-z-balkonem-ul-dekerta-os-mokre-ID4nngs,Kujawsko-pomorskie,Toruń
3-pokojowe mieszkanie Żoliborz / bezpośrednio,1500000.0,"ul. Ludwika Rydygiera, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",64.8,3 ,1/14,,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-zoliborz-bezposrednio-ID4nvZR,Mazowieckie,Warszawa
Gotowe/Blisko Parku/Dobra Komunikacja Miejska,695000.0,"ul. Nyska, Tarnogaj, Krzyki, Wrocław, dolnośląskie",52.0,2 ,4/5,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/gotowe-blisko-parku-dobra-komunikacja-miejska-ID4nWiI,Dolnośląskie,Wrocław
Kawalerka | Inwestycyjne | Bielawy,174000.0,"ul. Księcia Józefa Poniatowskiego, Bielawy, Bydgoszcz, kujawsko-pomorskie",20.17,1 ,3/4,,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjne-bielawy-ID4nWiC,Kujawsko-pomorskie,Bydgoszcz
4-pokojowe mieszkanie 71m2 + balkon,,"ul. Józefa Romana, Stołczyn, Północ, Szczecin, zachodniopomorskie",71.29,4 ,2/2,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-71m2-balkon-ID4kg5L,Zachodniopomorskie,Szczecin
Centrum - 2 pokoje z łazienką,195000.0,"ul. Tadeusza Kościuszki 79, Suwałki, podlaskie",45.4,2 ,2/2,do remontu,miejskie,,,https://www.otodom.pl/pl/oferta/centrum-2-pokoje-z-lazienka-ID4nWiz,Podlaskie,Suwałki
"Apartament w paryskim stylu, Centrum",1950000.0,"ul. Poznańska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",54.13,2 ,3/5,,,,balkon,https://www.otodom.pl/pl/oferta/apartament-w-paryskim-stylu-centrum-ID4nRJX,Mazowieckie,Warszawa
Penthouse z dużym tarasem i widokiem na Warszawę,7000000.0,"ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie",198.0,4 ,> 10/22,,,,taras,https://www.otodom.pl/pl/oferta/penthouse-z-duzym-tarasem-i-widokiem-na-warszawe-ID4nsjH,Mazowieckie,Warszawa
Przy Parku Szczęśliwickim | 3 miejsca parkingowe,4500000.0,"ul. Maszynowa, Szczęśliwice, Ochota, Warszawa, mazowieckie",115.0,4 ,3/3,do zamieszkania,,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/przy-parku-szczesliwickim-3-miejsca-parkingowe-ID4n5vk,Mazowieckie,Warszawa
"Apartament Zlota 44, 2 sypialnie, 2 łazienki",5500000.0,"ul. Złota, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",92.0,3 ,> 10/52,,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/apartament-zlota-44-2-sypialnie-2-lazienki-ID4ni6x,Mazowieckie,Warszawa
153m2 dwupoziomoewe GOTOWE podzielne na 2,620000.0,"ul. Karola Szymanowskiego, Marki, wołomiński, mazowieckie",153.26,4 ,1/2,do wykończenia,gazowe,garaż/miejsce parkingowe,"balkon, ogródek",https://www.otodom.pl/pl/oferta/153m2-dwupoziomoewe-gotowe-podzielne-na-2-ID4n2aD,Mazowieckie,wołomiński
"REMBERTÓW 32m2+ piwnica, Przy stacji SKM",499000.0,"ul. Cyrulików 75, Stary Rembertów, Rembertów, Warszawa, mazowieckie",32.0,1 ,parter/3,do zamieszkania,kotłownia,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/rembertow-32m2-piwnica-przy-stacji-skm-ID4nc4S,Mazowieckie,Warszawa
2 Pokoje Z Widokiem - Blisko Metra - Na Kredyt 2 %,654900.0,"ul. Secemińska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",47.0,2 ,6/7,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/2-pokoje-z-widokiem-blisko-metra-na-kredyt-2-ID4nAy0,Mazowieckie,Warszawa
Świetna oferta ścisłe centrum Bydgoszczy,220000.0,"Śródmieście, Bydgoszcz, kujawsko-pomorskie",34.68,2 ,3/3,,,,,https://www.otodom.pl/pl/oferta/swietna-oferta-scisle-centrum-bydgoszczy-ID4nWiw,Kujawsko-pomorskie,Bydgoszcz
"Nowa Wola, 5 кiмнат з садом у чудовому місці!",1080000.0,"ul. Ignacego Krasickiego, Nowa Wola, Lesznowola, piaseczyński, mazowieckie",116.2,5 ,1/1,do zamieszkania,gazowe,garaż/miejsce parkingowe,"balkon, ogródek",https://www.otodom.pl/pl/oferta/nowa-wola-5-i-ID4nWit,Mazowieckie,piaseczyński
2-pokojowe mieszkanie 50m2 + balkon Bez Prowizji,518745.0,"ul. Świętokrzyska, Ujeścisko-Łostowice, Gdańsk, pomorskie",50.56,2 ,1/2,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-50m2-balkon-bez-prowizji-ID4ekKt,Pomorskie,Gdańsk
"Urokliwe mieszkanie 59,5 m2 w sercu Kielc - Twój n",594999.0,"Czarnów, Kielce, świętokrzyskie",59.5,3 ,parter/8,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/urokliwe-mieszkanie-59-5-m2-w-sercu-kielc-twoj-n-ID4mIIh,Świętokrzyskie,Kielce
59 m2 Przestronnego Uroku w Ukochanej Okolicy Rodz,47599999.0,"ul. Maksymiliana Strasza, Barwinek, Kielce, świętokrzyskie",59.8,3 ,4/4,,,,,https://www.otodom.pl/pl/oferta/59-m2-przestronnego-uroku-w-ukochanej-okolicy-rodz-ID4mIId,Świętokrzyskie,Kielce
Nowoczesne Mieszkanie z Szybkim Dojazdem do Centru,599999.0,"Walendów, Nadarzyn, pruszkowski, mazowieckie",50.73,2 ,3/3,do zamieszkania,inne,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-z-szybkim-dojazdem-do-centru-ID4nIWf,Mazowieckie,pruszkowski
Apartamenty Murowianka,390720.0,"Bochnia, bocheński, małopolskie",52.8,3 ,parter,do wykończenia,gazowe,,,https://www.otodom.pl/pl/oferta/apartamenty-murowianka-ID4kD08,Małopolskie,bocheński
5-pokojowy apartament 125m2 + 2 balkony,,"ul. Opacka, Oliwa, Gdańsk, pomorskie",125.41,5 ,3/3,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/5-pokojowy-apartament-125m2-2-balkony-ID4lhX6,Pomorskie,Gdańsk
OSTATNIE z ogródkiem|kredyt2%|PROMOCJA|Sprawdź|HIT,382900.0,"ul. Woskowa, Bieńkowice, Krzyki, Wrocław, dolnośląskie",36.0,2 ,parter,,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/ostatnie-z-ogrodkiem-kredyt2-promocja-sprawdz-hit-ID4nWip,Dolnośląskie,Wrocław
4 pokoje/ GARAŻ/ taras/ garderoba/ WYSOKA JAKOŚĆ,820000.0,"Siechnice, Siechnice, wrocławski, dolnośląskie",72.6,4 ,1/2,do zamieszkania,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/4-pokoje-garaz-taras-garderoba-wysoka-jakosc-ID4nxlm,Dolnośląskie,wrocławski
NOWY ETAP|Tylko2 takie mieszkania|Kredyt2%|Sprawdź,343500.0,"ul. Woskowa, Bieńkowice, Krzyki, Wrocław, dolnośląskie",31.5,2 ,1,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowy-etap-tylko2-takie-mieszkania-kredyt2-sprawdz-ID4nWio,Dolnośląskie,Wrocław
13 km Wrocław/ standard deweloperski podwyższony,800000.0,"Marcinkowice, Oława, oławski, dolnośląskie",124.96,5 ,parter/2,do wykończenia,inne,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/13-km-wroclaw-standard-deweloperski-podwyzszony-ID4nSxM,Dolnośląskie,oławski
Sprzedam OSTATNI BEZCZYNSZOWY Apartament w OPOLU,650000.0,"ul. Tadeusza Borowskiego, Grudzice, Opole, opolskie",103.0,4 ,1/1,do wykończenia,gazowe,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/sprzedam-ostatni-bezczynszowy-apartament-w-opolu-ID490kg,Opolskie,Opole
"Mieszkanie 35,6 m2 w dzielnicy Tarninów w Legnicy",195000.0,"ul. Złotoryjska 162b, Legnica, dolnośląskie",35.6,1 ,parter/3,do remontu,,,,https://www.otodom.pl/pl/oferta/mieszkanie-35-6-m2-w-dzielnicy-tarninow-w-legnicy-ID4nOrw,Dolnośląskie,Legnica
Sprzedam segment z działką,499000.0,"Olkusz, Olkusz, olkuski, małopolskie",120.0,5 ,,,,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/sprzedam-segment-z-dzialka-ID4nl5w,Małopolskie,olkuski
"4 pokoje 70,4 m2 , Warszawa Ursynów",799000.0,"ul. Czesława Przybylskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",70.4,4 ,3/4,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/4-pokoje-70-4-m2-warszawa-ursynow-ID4npWQ,Mazowieckie,Warszawa
"2 pokoje 51 m2, 5 min do SKM",619000.0,"ul. Grawerska, Nowy Rembertów, Rembertów, Warszawa, mazowieckie",51.1,2 ,2/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/2-pokoje-51-m2-5-min-do-skm-ID4nqoi,Mazowieckie,Warszawa
Przestronne mieszkanie w super lokalizacji.,395000.0,"Inowrocław, inowrocławski, kujawsko-pomorskie",72.3,4 ,4/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-super-lokalizacji-ID4nWim,Kujawsko-pomorskie,inowrocławski
OSTATNIE NAROŻNE|Garderoba| kredyt2%| Sprawdź|HIT!,475000.0,"ul. Woskowa, Bieńkowice, Krzyki, Wrocław, dolnośląskie",51.0,3 ,1,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/ostatnie-narozne-garderoba-kredyt2-sprawdz-hit-ID4nWil,Dolnośląskie,Wrocław
3 pokoje I 2 balkony I metro,1600000.0,"Stary Imielin, Ursynów, Warszawa, mazowieckie",83.0,4 ,4/7,,miejskie,,,https://www.otodom.pl/pl/oferta/3-pokoje-i-2-balkony-i-metro-ID4nWih,Mazowieckie,Warszawa
Mieszkanie Centrum Katowice,450000.0,"Śródmieście, Katowice, śląskie",52.5,2 ,3/3,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-centrum-katowice-ID4nWic,Śląskie,Katowice
Mieszkanie 2 pok. zamknięty teren Sosnowiec Niwka,219000.0,"ul. Juliana Tuwima, Niwka, Sosnowiec, śląskie",52.0,2 ,2/2,do zamieszkania,,,ogródek,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-zamkniety-teren-sosnowiec-niwka-ID4grrf,Śląskie,Sosnowiec
"Osiedle na Wzgórzu, niskie koszty utrzymania !",389000.0,"ul. Jodłowa, Świętochłowice, śląskie",64.21,3 ,3/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/osiedle-na-wzgorzu-niskie-koszty-utrzymania-ID4kDu6,Śląskie,Świętochłowice
Kredyt 2% | Super Ustawne | Nowa Inwestycja | HIT!,478400.0,"ul. Woskowa, Bieńkowice, Krzyki, Wrocław, dolnośląskie",51.0,3 ,1,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/kredyt-2-super-ustawne-nowa-inwestycja-hit-ID4nWid,Dolnośląskie,Wrocław
Mieszkanie po remoncie w Centrum Sosnowca!,265000.0,"ul. Gabriela Narutowicza, Sielec, Sosnowiec, śląskie",41.0,2 ,9/10,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-w-centrum-sosnowca-ID4nNBi,Śląskie,Sosnowiec
2-pokojowe mieszkanie 43m2 + balkon Bez Prowizji,384560.0,"ul. Morwowa, Julianów, Bałuty, Łódź, łódzkie",43.7,2 ,parter/3,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-balkon-bez-prowizji-ID4iKHh,Łódzkie,Łódź
"Mieszkanie Centrum, 2pok., balkon BEZ PROWIZJI",249000.0,"ul. Wrocławska, Ostrów Wielkopolski, ostrowski, wielkopolskie",43.9,2 ,3/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-centrum-2pok-balkon-bez-prowizji-ID4nFro,Wielkopolskie,ostrowski
Mieszkanie Stacja Mińsk,450000.0,"ul. Józefa Piłsudskiego, Mińsk Mazowiecki, miński, mazowieckie",30.98,2 ,1,do wykończenia,,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-stacja-minsk-ID4nWi6,Mazowieckie,miński
Atrakcyjne 3-pok.72m mieszkanie Katowice-Kostuchna,458000.0,"ul. Szarych Szeregów, Kostuchna, Katowice, śląskie",72.0,3 ,parter/1,do zamieszkania,gazowe,,,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pok-72m-mieszkanie-katowice-kostuchna-ID4n5x5,Śląskie,Katowice
SUPER układ|Garderoba| kredyt2%| ostatnie| HIT !!,528850.0,"ul. Woskowa, Bieńkowice, Krzyki, Wrocław, dolnośląskie",60.0,4 ,1,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/super-uklad-garderoba-kredyt2-ostatnie-hit-ID4nWib,Dolnośląskie,Wrocław
"NOWE Bez PCC Wysokość 3,5m Ogród 147m2 Metro Wola",1702730.0,"Czyste, Wola, Warszawa, mazowieckie",83.06,4 ,parter/5,do wykończenia,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/nowe-bez-pcc-wysokosc-3-5m-ogrod-147m2-metro-wola-ID4nFRk,Mazowieckie,Warszawa
"Duże ustawne M4 w Rudzie Śląskiej, Kochłowice",389000.0,"ul. Radoszowska, Kochłowice, Ruda Śląska, śląskie",72.7,3 ,3/3,do remontu,miejskie,,,https://www.otodom.pl/pl/oferta/duze-ustawne-m4-w-rudzie-slaskiej-kochlowice-ID4njcB,Śląskie,Ruda Śląska
Sprzedam mieszkania Katowice Dąb,215000.0,"ul. Dębowa, Dąb, Katowice, śląskie",44.75,1 ,2/3,do remontu,gazowe,,,https://www.otodom.pl/pl/oferta/sprzedam-mieszkania-katowice-dab-ID4nwhQ,Śląskie,Katowice
PROMOCJA | NajlepszaCENA | Bezpieczny Kredyt 2%HIT,523000.0,"ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",69.0,4 ,1,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/promocja-najlepszacena-bezpieczny-kredyt-2-hit-ID4nWi9,Dolnośląskie,Wrocław
2-pokojowe mieszkanie 37m2 Bez Prowizji,328860.0,"ul. Oświęcimska, Michałkowice, Siemianowice Śląskie, śląskie",37.8,2 ,4/4,do wykończenia,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-bez-prowizji-ID4nWi7,Śląskie,Siemianowice Śląskie
kredyt 2% | Piękny i duży Ogródek|OSTATNIE|SPRAWDŹ,544705.0,"ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",69.0,4 ,parter,,miejskie,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/kredyt-2-piekny-i-duzy-ogrodek-ostatnie-sprawdz-ID4nWi5,Dolnośląskie,Wrocław
Przestronne 2 pokoje z balkonem do wprowadzenia!,340000.0,"Teofilów, Bałuty, Łódź, łódzkie",45.0,2 ,4/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/przestronne-2-pokoje-z-balkonem-do-wprowadzenia-ID4nWi2,Łódzkie,Łódź
Lux apartament na Warszawskim Powiślu,1600000.0,"Solec, Śródmieście, Warszawa, mazowieckie",59.83,2 ,1/12,,miejskie,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/lux-apartament-na-warszawskim-powislu-ID4mE6w,Mazowieckie,Warszawa
"♥ Piękne 3 Pokoje + Balkon, Centrum ♥",647000.0,"ul. Drukarska, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",56.0,3 ,3/11,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/piekne-3-pokoje-balkon-centrum-ID4nJbp,Dolnośląskie,Wrocław
Okazja Cenowa!!!4 Pok Plus Strych,760000.0,"Skorosze, Ursus, Warszawa, mazowieckie",94.3,4 ,3/3,do remontu,gazowe,,,https://www.otodom.pl/pl/oferta/okazja-cenowa-4-pok-plus-strych-ID4nE3X,Mazowieckie,Warszawa
PROMOCJA | NajlepszaCENA | Bezpieczny Kredyt 2%HIT,455000.0,"ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",60.0,3 ,1,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/promocja-najlepszacena-bezpieczny-kredyt-2-hit-ID4nWhZ,Dolnośląskie,Wrocław
4 pokoje / msc. parkingowe/ Metro Wilanowska,865000.0,"Służew, Mokotów, Warszawa, mazowieckie",56.0,4 ,3/10,do zamieszkania,inne,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/4-pokoje-msc-parkingowe-metro-wilanowska-ID4nI7v,Mazowieckie,Warszawa
"Komfortowe, nowe 3 pokoje 74m2 z pięknym widokiem",1180000.0,"Wierzbno, Mokotów, Warszawa, mazowieckie",73.48,3 ,4/4,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/komfortowe-nowe-3-pokoje-74m2-z-pieknym-widokiem-ID4npZM,Mazowieckie,Warszawa
3 pokojowe mieszkanie w Skórzewie,679000.0,"Skórzewo, Dopiewo, poznański, wielkopolskie",62.0,3 ,2/2,do zamieszkania,gazowe,,taras,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-skorzewie-ID4myN1,Wielkopolskie,poznański
Apartament REDŁOWO WZGÓRZE ŚW. Maksymilian,1350000.0,"Wzgórze Św. Maksymiliana, Gdynia, pomorskie",69.0,3 ,1/4,do zamieszkania,gazowe,,balkon,https://www.otodom.pl/pl/oferta/apartament-redlowo-wzgorze-sw-maksymilian-ID4mqcM,Pomorskie,Gdynia
"M-3 Północ, umeblowane, gotowe do wprowadzenia",380000.0,"ul. Witosa, Północ, Częstochowa, śląskie",47.2,2 ,4/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/m-3-polnoc-umeblowane-gotowe-do-wprowadzenia-ID4nJbi,Śląskie,Częstochowa
Nowe 2 pokoje_linia trmawajowa_widok na Zieleń,273900.0,"Nowy Fordon, Bydgoszcz, kujawsko-pomorskie",34.42,2 ,2,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-linia-trmawajowa-widok-na-zielen-ID4nO1b,Kujawsko-pomorskie,Bydgoszcz
PROMOCJA | NajlepszaCENA | Bezpieczny Kredyt 2%HIT,319000.0,"ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",38.0,2 ,1,,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/promocja-najlepszacena-bezpieczny-kredyt-2-hit-ID4nWhY,Dolnośląskie,Wrocław
2-pokojowe mieszkanie deweloperskie Ursus Skorosze,477000.0,"Czechowice, Ursus, Warszawa, mazowieckie",29.5,2 ,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-deweloperskie-ursus-skorosze-ID4ngPy,Mazowieckie,Warszawa
Na sprzedaż kawalerka z balkonem 28 m/2 piętro,230000.0,"Bartodzieje, Bydgoszcz, kujawsko-pomorskie",28.0,1 ,2/4,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-z-balkonem-28-m-2-pietro-ID4nWhW,Kujawsko-pomorskie,Bydgoszcz
NOWE doświetlone 2 POKOJE z DUŻYM balkonem !!!,279000.0,"Ostrów Wielkopolski, ostrowski, wielkopolskie",39.56,2 ,1/5,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/nowe-doswietlone-2-pokoje-z-duzym-balkonem-ID4lS8F,Wielkopolskie,ostrowski
Gdynia Wiczlino - 3 pokoje w pełni wyposażone,659000.0,"ul. Romana Felińskiego, Wiczlino, Gdynia, pomorskie",54.0,3 ,1/4,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/gdynia-wiczlino-3-pokoje-w-pelni-wyposazone-ID4nLeZ,Pomorskie,Gdynia
